home_score,away_score,roof,surface,spread,favored_team,vegas_total,attendance,away_rush_attempts,away_rush_yards,away_rush_tds,home_rush_attempts,home_rush_yards,home_rush_tds,away_pass_completions,away_pass_attempts,away_pass_yards,away_pass_tds,away_pass_ints,home_pass_completions,home_pass_attempts,home_pass_yards,home_pass_tds,home_pass_ints,away_sacked,away_sacked_yds,home_sacked,home_sacked_yds,away_total_yds,home_total_yds,away_fumbles,away_fumbles_lost,home_fumbles,home_fumbles_lost,away_turnovers,home_turnovers,away_penalties,away_penalties_yds,home_penalties,home_penalties_yds,away_third_down_attempts,away_third_down_converted,home_third_down_attempts,home_third_down_converted,away_fourth_down_attempts,away_fourth_down_converted,home_fourth_down_attempts,home_fourth_down_converted,away_possession_pct,home_possession_pct,home_drives,home_total_plays,home_punts,home_field_goals,home_touchdowns,vis_drives,vis_total_plays,vis_punts,vis_field_goals,vis_touchdowns,home_qb,home_rb,home_wr,home_wr2,home_wr3,home_te,home_ol1,home_ol2,home_ol3,home_ol4,home_ol5,home_de,home_de2,home_dt,home_dt2,home_lb,home_lb2,home_cb,home_cb2,home_s,home_s2,home_db,vis_qb,vis_rb,vis_wr,vis_wr2,vis_wr3,vis_te,vis_ol1,vis_ol2,vis_ol3,vis_ol4,vis_ol5,vis_dl,vis_dl2,vis_dl3,vis_dl4,vis_dl5,vis_lb,vis_lb2,vis_cb,vis_cb2,vis_s,vis_db,season,week,away_team,home_team,game_url,date,home_fb,home_te2,home_dl,home_dl2,home_dl3,home_olb,home_cb3,vis_dt,vis_dt2,vis_olb,vis_olb2,vis_s2,vis_s3,vis_de,vis_de2,vis_cb3,vis_lb3,home_nt,home_lb3,vis_fb,vis_mlb,home_olb2,home_s3,vis_te2,vis_dt3,home_dt3,home_lb4,home_dl4,home_dl5,home_db2,home_db3,home_db4,vis_lb4,vis_ol6,home_fs,vis_nt,vis_db2,vis_db3,vis_db4,vis_olb3,home_rb2,home_mlb,vis_fs,home_db5,home_wr4,home_te3,vis_te3,home_lb5,vis_db5,vis_ss,vis_s4,vis_wr4,home_ol6,vis_cb4,home_ss,vis_rb2,home_s4,home_olb3,home_te4
3,28,outdoors,grass,-2.5,Baltimore Ravens,41.0,67919,33,131,2,25,93,0,15,19,186,2,0,19,36,121,0,3,3,21,4,48,296,166,2,1,1,0,1,3,8,92,7,42,12,4,16,4,1,1,1,1,0.5,0.5,13,66,8,1,0,12,55,7,0,4,Dorian Thompson-Robinson,Jerome Ford,Amari Cooper,Donovan Peoples-Jones,Elijah Moore,David Njoku,Jedrick Wills Jr.,Dawand Jones,Wyatt Teller,Joel Bitonio,Ethan Pocic,Myles Garrett,Za'Darius Smith,Jordan Elliott,Dalvin Tomlinson,Jeremiah Owusu-Koramoah,Anthony Walker,Greg Newsome II,Denzel Ward,Rodney McLeod,Grant Delpit,,Lamar Jackson,Gus Edwards,Nelson Agholor,Devin Duvernay,Zay Flowers,,Patrick Mekari,Morgan Moses,Kevin Zeitler,John Simpson,Tyler Linderbaum,,,,,,Patrick Queen,Roquan Smith,Daryl Worley,Ronald Darby,Kyle Hamilton,Brandon Stephens,2023,4.0,Baltimore Ravens,Cleveland Browns,https://www.pro-football-reference.com/boxscores/202310010cle.htm,2023-10-01,,,,,,,,Nnamdi Madubuike,,Jeremiah Moon,Tavius Robinson,Geno Stone,,,,,,,,Patrick Ricard,,,Juan Thornhill,,,,,,,,,,,,,Michael Pierce,,,,,,,,,,,,,,,,,,,,,,,
23,29,retractable roof (closed),fieldturf,-1.0,Los Angeles Rams,44.5,65337,36,164,2,31,133,1,27,40,319,1,1,11,25,200,2,0,2,16,2,4,467,329,1,0,2,1,1,1,8,85,8,80,15,6,10,3,1,1,2,1,0.62,0.38,11,59,4,0,3,12,83,3,3,3,Anthony Richardson,Zack Moss,Michael Pittman Jr.,Alec Pierce,,Mo Alie-Cox,Will Fries,Braden Smith,Blake Freeland,Quenton Nelson,Wesley French,Samson Ebukam,Kwity Paye,Grover Stewart,Taven Bryan,Shaquille Leonard,Zaire Franklin,Kenny Moore,Dallis Flowers,Rodney Thomas II,Julian Blackmon,,Matthew Stafford,Kyren Williams,Tutu Atwell,Van Jefferson,Puka Nacua,Tyler Higbee,Kevin Dotson,Rob Havenstein,Joseph Noteboom,Steve Avila,Coleman Shelton,,,,,,Ernest Jones,,,,,Derion Kendrick,2023,4.0,Los Angeles Rams,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/202310010clt.htm,2023-10-01,,Andrew Ogletree,,,,,Julius Brents,Aaron Donald,,Byron Young,Michael Hoecht,,,Jonah Williams,,,,,,,,,,,,,,,,,,,,,,Bobby Brown,Jordan Fuller,Ahkello Witherspoon,Russ Yeast,,,,,,,,,,Cobie Durant,,,,,,,,,,
30,6,retractable roof (closed),astroturf,-3.0,Pittsburgh Steelers,41.5,71399,25,114,0,38,139,0,18,28,132,0,1,17,31,312,3,0,3,21,0,0,225,451,2,0,2,0,1,0,2,18,8,63,14,6,12,6,1,0,1,0,0.46,0.54,10,72,3,3,3,10,58,5,2,0,C.J. Stroud,Dameon Pierce,Robert Woods,Tank Dell,,Teagan Quitoriano,Jarrett Patterson,Kendrick Green,George Fant,Austin Deculus,Shaq Mason,Jonathan Greenard,Will Anderson,Maliek Collins,Sheldon Rankins,Christian Harris,Blake Cashman,Shaquill Griffin,Steven Nelson,Jalen Pitre,Jimmie Ward,,Kenny Pickett,Najee Harris,Allen Robinson,George Pickens,,Darnell Washington,Chukwuma Okorafor,Dan Moore,Nate Herbig,Isaac Seumalo,Mason Cole,,,,,,Elandon Roberts,Cole Holcomb,Patrick Peterson,Levi Wallace,Keanu Neal,,2023,4.0,Pittsburgh Steelers,Houston Texans,https://www.pro-football-reference.com/boxscores/202310010htx.htm,2023-10-01,Andrew Beck,,,,,,,Larry Ogunjobi,Montravius Adams,,,Minkah Fitzpatrick,,DeMarvin Leal,,,Alex Highsmith,,Henry To'oTo'o,,,,,Pat Freiermuth,,,,,,,,,T.J. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,dome,sportturf,-4.5,New Orleans Saints,41.0,70003,33,114,0,19,70,0,25,33,246,3,1,24,39,140,0,1,1,7,3,13,353,197,0,0,2,2,1,3,11,91,7,58,15,8,14,5,0,0,2,1,0.52,0.48,11,64,4,3,0,11,69,4,2,3,Derek Carr,Alvin Kamara,Chris Olave,Taysom Hill,Keith Kirkwood,Jimmy Graham,Andrus Peat,James Hurst,Erik McCoy,Trevor Penning,Ryan Ramczyk,Cameron Jordan,Carl Granderson,Khalen Saunders,Nathan Shepherd,Zack Baun,Pete Werner,Marshon Lattimore,Alontae Taylor,Tyrann Mathieu,Johnathan Abram,,Baker Mayfield,Rachaad White,Mike Evans,Chris Godwin,,Cade Otton,Matt Feiler,Robert Hainsey,Tristan Wirfs,Cody Mauch,Luke Goedeke,Logan Hall,Vita Vea,,,,Devin White,Lavonte David,Zyon McCollum,Carlton Davis,Christian Izien,,2023,4.0,Tampa Bay Buccaneers,New Orleans Saints,https://www.pro-football-reference.com/boxscores/202310010nor.htm,2023-10-01,,,,,,,,,,Shaquil Barrett,Joe Tryon-Shoyinka,Ryan Neal,Antoine Winfield Jr.,,,,,,Demario Davis,,,,,Ko Kieft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,31,outdoors,grass,-9.5,Philadelphia Eagles,43.0,69879,28,107,2,27,104,1,29,41,290,1,0,25,37,319,2,0,5,32,3,8,365,415,2,0,1,0,0,0,7,41,11,81,17,8,12,4,2,2,2,2,0.53,0.47,10,71,3,4,3,10,75,5,1,4,Jalen Hurts,D'Andre Swift,A.J. Brown,DeVonta Smith,,Jack Stoll,Cam Jurgens,Lane Johnson,Jordan Mailata,Landon Dickerson,Jason Kelce,Josh Sweat,,Jordan Davis,Fletcher Cox,Nicholas Morrow,Zach Cunningham,Josh Jobe,Darius Slay,Terrell Edmunds,Reed Blankenship,,Sam Howell,Brian Robinson Jr.,Curtis Samuel,Jahan Dotson,Terry McLaurin,Logan Thomas,Andrew Wylie,Saahdiq Charles,Samuel Cosmi,Charles Leno Jr.,Nick Gates,,,,,,Jamin Davis,Cody Barton,Kendall Fuller,Benjamin St-Juste,Darrick Forrest,,2023,4.0,Washington Commanders,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202310010phi.htm,2023-10-01,,Dallas Goedert,,,,Haason Reddick,James Bradberry,Daron Payne,Jonathan Allen,,,Kamren Curl,Percy Butler,Chase Young,Montez Sweat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17,dome,matrixturf,-5.5,Los Angeles Chargers,48.5,70240,23,76,2,37,155,2,24,39,238,0,1,13,24,167,1,1,7,50,2,17,264,305,3,2,1,0,3,1,9,80,4,34,11,1,14,5,3,3,2,1,0.55,0.45,12,64,4,1,3,11,70,5,1,2,Justin Herbert,Joshua Kelley,Keenan Allen,Quentin Johnston,Josh Palmer,Gerald Everett,Will Clapp,Jamaree Salyer,Rashawn Slater,Trey Pipkins,Zion Johnson,,,,,Kenneth Murray,Eric Kendricks,Asante Samuel Jr.,Michael Davis,Raheem Layne,,,Aidan O'Connell,Josh Jacobs,Davante Adams,Jakobi Meyers,,Michael Mayer,Jermaine Eluemunor,Kolton Miller,Greg Van Roten,Dylan Parham,Andre James,,,,,,Divine Deablo,Robert Spillane,Marcus Peters,Amik Robertson,Marcus Epps,,2023,4.0,Las Vegas Raiders,Los Angeles Chargers,https://www.pro-football-reference.com/boxscores/202310010sdg.htm,2023-10-01,,,Nick Williams,Sebastian Joseph-Day,Austin Johnson,Khalil Mack,,John Jenkins,Bilal Nichols,,,Tre'von Moehrig,,Malcolm Koonce,Maxx Crosby,Jakorian Bennett,,,,Jakob Johnson,,Tuli Tuipulotu,,,,,,,,,,,,,Dean Marlowe,,,,,,,,,,,,,,,,,,,,,,,,
35,16,outdoors,grass,-16.5,San Francisco 49ers,44.5,71521,25,105,0,31,124,4,28,41,265,2,0,20,21,283,1,0,1,8,1,12,362,395,1,0,0,0,0,0,9,55,4,21,15,8,5,3,3,2,1,1,0.51,0.49,8,53,1,0,5,7,68,3,1,2,Brock Purdy,Christian McCaffrey,Brandon Aiyuk,Deebo Samuel,,George Kittle,Aaron Banks,Jake Brendel,Spencer Burford,Colton McKivitz,Trent Williams,,,,,Dre Greenlaw,Fred Warner,Isaiah Oliver,Charvarius Ward,Talanoa Hufanga,Tashaun Gipson,Deommodore Lenoir,Joshua Dobbs,James Conner,Michael Wilson,Rondale Moore,Marquise Brown,Zach Ertz,Paris Johnson,Elijah Wilkinson,D.J. Humphries,Will Hernandez,Hjalte Froholdt,Kevin Strong,,,,,Zeke Turner,Kyzir White,Marco Wilson,Kei'Trel Clark,Jalen Thompson,,2023,4.0,Arizona Cardinals,San Francisco 49ers,https://www.pro-football-reference.com/boxscores/202310010sfo.htm,2023-10-01,Kyle Juszczyk,,Javon Hargrave,Clelin Ferrell,Nick Bosa,,,Leki Fotu,Dante Stills,Victor Dimukeje,,K'Von Wallace,,,,,Zaven Collins,,,,,,,,,,,Arik Armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,retractable roof (closed),matrixturf,-6.5,Dallas Cowboys,43.5,93719,23,53,0,30,124,1,16,30,207,0,2,30,36,281,1,0,2,7,3,28,253,377,1,1,2,0,3,0,6,50,5,32,13,4,15,8,2,0,1,0,0.41,0.59,10,72,2,3,2,11,57,5,1,0,Dak Prescott,Tony Pollard,Brandin Cooks,Michael Gallup,CeeDee Lamb,Jake Ferguson,Tyler Smith,Terence Steele,Chuma Edoga,Zack Martin,Tyler Biadasz,Chauncey Golston,DeMarcus Lawrence,Johnathan Hankins,Osa Odighizuwa,Leighton Vander Esch,Micah Parsons,DaRon Bland,Stephon Gilmore,Jayron Kearse,Malik Hooker,,Mac Jones,Rhamondre Stevenson,DeVante Parker,,,Pharaoh Brown,Trent Brown,Michael Onwenu,Atonio Mafi,Vederian Lowe,David Andrews,Deatrich Wise Jr.,Lawrence Guy,Davon Godchaux,,,Matt Judon,Jahlani Tavai,Christian Gonzalez,Shaun Wade,,Kyle Dugger,2023,4.0,New England Patriots,Dallas Cowboys,https://www.pro-football-reference.com/boxscores/202310010dal.htm,2023-10-01,,,,,,,,,,,,,,,,,Ja'Whaun Bentley,,Damone Clark,,,,,Mike Gesicki,,,,,,,,,,,,,Jabrill Peppers,Myles Bryant,,,,,,,,,Hunter Henry,,,,,,,,,,,,
20,23,outdoors,fieldturf,-9.5,Kansas City Chiefs,41.5,80461,35,204,1,16,108,0,18,30,203,1,2,28,39,245,2,0,1,6,2,17,401,336,1,0,2,1,2,1,5,46,7,42,12,7,12,5,0,0,0,0,0.54,0.46,11,59,5,1,2,11,69,2,3,2,Zach Wilson,Breece Hall,Garrett Wilson,Allen Lazard,,Tyler Conklin,Mekhi Becton,Laken Tomlinson,Alijah Vera-Tucker,Connor McGovern,Joe Tippmann,,,,,Jermaine Johnson II,C.J. Mosley,Sauce Gardner,D.J. Reed,Jordan Whitehead,Adrian Amos,,Patrick Mahomes,Isiah Pacheco,Justin Watson,Marquez Valdes-Scantling,Skyy Moore,Travis Kelce,Jawaan Taylor,Donovan Smith,Joe Thuney,Trey Smith,Creed Humphrey,,,,,,Leo Chenal,Drue Tranquill,L'Jarius Sneed,Trent McDuffie,Justin Reid,,2023,4.0,Kansas City Chiefs,New York Jets,https://www.pro-football-reference.com/boxscores/202310010nyj.htm,2023-10-01,,C.J. Uzomah,Quinton Jefferson,John Franklin-Myers,Quinnen Williams,,Michael Carter II,Derrick Nnadi,Chris Jones,,,Bryan Cook,,Michael Danna,George Karlaftis III,,Willie Gay Jr.,,Quincy Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,outdoors,fieldturf,-2.5,Seattle Seahawks,46.5,78507,23,121,1,29,112,0,15,26,173,1,0,27,34,203,0,2,2,13,11,67,281,248,0,0,3,1,0,3,8,74,6,45,12,3,16,6,2,0,4,2,0.4,0.6,12,75,5,1,0,11,53,4,1,2,Daniel Jones,Matt Breida,Isaiah Hodgins,Darius Slayton,,Daniel Bellinger,Joshua Ezeudu,Marcus McKethan,Evan Neal,Ben Bredeson,John Michael Schmitz,,,,,Bobby Okereke,Micah McFadden,Adoree' Jackson,Deonte Banks,Xavier McKinney,Jason Pinnock,,Geno Smith,Kenneth Walker III,Tyler Lockett,D.K. Metcalf,,Will Dissly,Jake Curhan,Stone Forsythe,Phil Haynes,Damien Lewis,Evan Brown,,,,,,Jordyn Brooks,Bobby Wagner,Devon Witherspoon,Riq Woolen,Julian Love,,2023,4.0,Seattle Seahawks,New York Giants,https://www.pro-football-reference.com/boxscores/202310020nyg.htm,2023-10-02,,Darren Waller,Leonard Williams,A'Shawn Robinson,Dexter Lawrence,Azeez Ojulari,,,,,,,,Dre'Mont Jones,Jarran Reed,,Uchenna Nwosu,,,,,Kayvon Thibodeaux,,Noah Fant,,,,,,,,,Boye Mafe,,,,,,,,,,Quandre Diggs,,,,,,,Jamal Adams,,,,,,,,,
20,40,outdoors,grass,-6.0,Washington Commanders,44.5,63727,32,178,0,10,29,0,15,29,282,4,0,37,51,388,2,1,3,9,5,29,451,388,1,0,1,1,0,2,3,35,1,5,15,7,12,6,1,1,1,0,0.5,0.5,12,69,2,2,2,11,68,3,4,4,Sam Howell,Brian Robinson Jr.,Curtis Samuel,Jahan Dotson,Terry McLaurin,Logan Thomas,Andrew Wylie,Saahdiq Charles,Samuel Cosmi,Charles Leno Jr.,Nick Gates,Chase Young,Montez Sweat,Daron Payne,Jonathan Allen,Jamin Davis,Cody Barton,Kendall Fuller,Benjamin St-Juste,Darrick Forrest,Kamren Curl,,Justin Fields,Khalil Herbert,D.J. Moore,Darnell Mooney,,Robert Tonyan,Darnell Wright,Cody Whitehair,Lucas Patrick,Nate Davis,Larry Borom,Justin Jones,Yannick Ngakoue,DeMarcus Walker,Andrew Billings,,T.J. Edwards,Tremaine Edmunds,,,,Elijah Hicks,2023,5.0,Chicago Bears,Washington Commanders,https://www.pro-football-reference.com/boxscores/202310050was.htm,2023-10-05,,,,,,,,,,,,,,,,,,,,,,,Percy Butler,Cole Kmet,,,,,,,,,,,,,Terell Smith,Tyrique Stevenson,Greg Stroman,,,,,,,,,,Jaquan Brisker,,,,,,,,,,
20,25,outdoors,grass,-5.5,Buffalo Bills,48.5,61273,40,196,2,14,29,1,25,37,315,1,0,27,40,359,2,1,5,37,0,0,474,388,4,2,2,1,2,2,8,56,11,109,18,10,12,5,0,0,0,0,0.64,0.36,12,54,6,0,3,12,83,5,1,3,Josh Allen,James Cook,Gabriel Davis,Stefon Diggs,Khalil Shakir,Dawson Knox,Spencer Brown,Dion Dawkins,O'Cyrus Torrence,Connor McGovern,Mitch Morse,A.J. Epenesa,Leonard Floyd,Ed Oliver,DaQuan Jones,Terrel Bernard,Matt Milano,Taron Johnson,Dane Jackson,Jordan Poyer,Micah Hyde,,Trevor Lawrence,Travis Etienne,Calvin Ridley,Christian Kirk,,Evan Engram,Walker Little,Luke Fortner,Brandon Scherff,Cam Robinson,Anton Harrison,Roy Robertson-Harris,Folorunso Fatukasi,,,,Chad Muma,Foyesade Oluokun,Darious Williams,Tre Herndon,Rayshawn Jenkins,,2023,5.0,Jacksonville Jaguars,Buffalo Bills,https://www.pro-football-reference.com/boxscores/202310080buf.htm,2023-10-08,,,,,,,Kaiir Elam,,,Travon Walker,Josh Hines-Allen,Andre Cisco,,,,Tyson Campbell,,,,,,,,Luke Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,19,retractable roof (open),fieldturf,-2.5,Atlanta Falcons,42.0,69461,23,64,0,36,96,1,20,35,249,1,0,29,38,351,1,0,0,0,0,0,313,447,0,0,3,2,0,2,5,25,7,55,13,4,14,7,0,0,0,0,0.41,0.59,11,76,5,2,2,11,62,6,4,1,Desmond Ridder,Bijan Robinson,Drake London,,,MyCole Pruitt,Matthew Bergeron,Drew Dalman,Jake Matthews,Kaleb McGary,Chris Lindstrom,,,,,Nathan Landman,Kaden Elliss,Jeff Okudah,AJ Terrell,Richie Grant,Jessie Bates III,,C.J. Stroud,Dameon Pierce,Robert Woods,Nico Collins,,Dalton Schultz,Jarrett Patterson,George Fant,Laremy Tunsil,Tytus Howard,Shaq Mason,,,,,,Blake Cashman,Henry To'oTo'o,Steven Nelson,Ka'dar Hollman,Jalen Pitre,,2023,5.0,Houston Texans,Atlanta Falcons,https://www.pro-football-reference.com/boxscores/202310080atl.htm,2023-10-08,Keith Smith,Kyle Pitts,Grady Jarrett,David Onyemata,Calais Campbell,Arnold Ebiketie,,Maliek Collins,Sheldon Rankins,,,Jimmie Ward,,Will Anderson,Jonathan Greenard,,,,,Andrew Beck,Denzel Perryman,Bud Dupree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,24,dome,fieldturf,-9.5,Detroit Lions,43.5,63648,23,99,0,30,159,3,25,41,247,3,2,20,28,236,3,0,1,4,2,18,342,377,2,1,0,0,3,0,7,45,5,35,10,5,10,4,1,1,2,1,0.48,0.52,11,60,2,0,6,10,66,3,1,3,Jared Goff,David Montgomery,Josh Reynolds,Kalif Raymond,Marvin Jones,Sam LaPorta,Graham Glasgow,Penei Sewell,Taylor Decker,Jonah Jackson,Frank Ragnow,,,,,Derrick Barnes,Alex Anzalone,Jerry Jacobs,Will Harris,Kerby Joseph,Tracy Walker,,Bryce Young,Miles Sanders,Adam Thielen,DJ Chark,Jonathan Mingo,Hayden Hurst,Bradley Bozeman,Ikem Ekwonu,Taylor Moton,Calvin Throckmorton,Chandler Zavala,,,,,,Kamu Grugier-Hill,Frankie Luvu,C.J. Henderson,D'Shawn Jamison,Sam Franklin,,2023,5.0,Carolina Panthers,Detroit Lions,https://www.pro-football-reference.com/boxscores/202310080det.htm,2023-10-08,,,Charles Harris,Aidan Hutchinson,Benito Jones,,Cameron Sutton,Derrick Brown,Shy Tuttle,Justin Houston,Brian Burns,Jeremy Chinn,Vonn Bell,,,,,,,,,,,,,,,Alim McNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,16,retractable roof (open),fieldturf,-2.5,Tennessee Titans,43.5,65287,22,89,1,34,193,2,23,35,264,0,1,20,26,253,0,0,1,5,1,17,348,429,0,0,1,0,1,0,4,58,8,55,12,5,13,8,2,1,1,0,0.48,0.52,8,64,1,3,2,8,61,1,3,1,Anthony Richardson,Zack Moss,Michael Pittman Jr.,Josh Downs,Alec Pierce,Andrew Ogletree,Will Fries,Blake Freeland,Braden Smith,Quenton Nelson,Ryan Kelly,Dayo Odeyingbo,Samson Ebukam,DeForest Buckner,Grover Stewart,E.J. Speed,Zaire Franklin,Julius Brents,Kenny Moore,Julian Blackmon,Rodney Thomas II,,Ryan Tannehill,Derrick Henry,Nick Westbrook-Ikhine,DeAndre Hopkins,,Josh Whyle,Chris Hubbard,Daniel Brunskill,Peter Skoronski,Aaron Brewer,Andre Dillard,Denico Autry,,,,,Jack Gibbens,Azeez Al-Shaair,Kristian Fulton,Sean Murphy-Bunting,Kevin Byard,Amani Hooker,2023,5.0,Tennessee Titans,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/202310080clt.htm,2023-10-08,,,,,,,Jaylon Jones,Kyle Peko,Jeffery Simmons,Harold Landry,,,,,,Roger McCreary,,,,,,,,Chigoziem Okonkwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,16,outdoors,grass,-13.0,Miami Dolphins,47.5,65654,29,85,0,23,222,2,23,32,205,0,0,22,30,308,2,2,7,22,1,6,268,524,1,0,2,1,0,3,6,43,6,43,17,5,8,3,2,1,0,0,0.6,0.4,11,55,2,1,4,9,72,4,3,0,Tua Tagovailoa,De'Von Achane,Tyreek Hill,Jaylen Waddle,,,Connor Williams,Robert Hunt,Austin Jackson,Isaiah Wynn,Kendall Lamm,,,Raekwon Davis,Christian Wilkins,Jerome Baker,Andrew Van Ginkel,Kader Kohou,Xavien Howard,Jevon Holland,DeShon Elliott,,Daniel Jones,Matt Breida,Wan'Dale Robinson,Isaiah Hodgins,,Daniel Bellinger,Marcus McKethan,Joshua Ezeudu,Evan Neal,Mark Glowinski,Ben Bredeson,Dexter Lawrence,Leonard Williams,,,,Bobby Okereke,,Adoree' Jackson,Deonte Banks,Xavier McKinney,,2023,5.0,New York Giants,Miami Dolphins,https://www.pro-football-reference.com/boxscores/202310080mia.htm,2023-10-08,Alec Ingold,,,,,,,,,Azeez Ojulari,Kayvon Thibodeaux,Jason Pinnock,Isaiah Simmons,,,,,,David Long,,,,,Darren Waller,,Zach Sieler,Bradley Chubb,,,,,,,,,,,,,,Raheem Mostert,,,,,,,,,,Dane Belton,,,,,,,,
0,34,outdoors,fieldturf,-1.5,New England Patriots,38.5,64628,42,136,1,18,45,0,18,26,183,2,0,15,31,132,0,2,2,15,2,21,304,156,0,0,2,1,0,3,12,86,5,30,15,5,14,1,0,0,2,0,0.66,0.34,14,52,8,0,0,14,72,7,2,3,Mac Jones,Rhamondre Stevenson,Kendrick Bourne,JuJu Smith-Schuster,DeVante Parker,Pharaoh Brown,Trent Brown,Michael Onwenu,Atonio Mafi,Vederian Lowe,David Andrews,,,,,Anfernee Jennings,Josh Uche,,,,,Jonathan Jones,Derek Carr,Alvin Kamara,Michael Thomas,Rashid Shaheed,Chris Olave,Foster Moreau,James Hurst,Erik McCoy,Cesar Ruiz,Trevor Penning,Ryan Ramczyk,,,,,,Demario Davis,Pete Werner,Marshon Lattimore,Paulson Adebo,Tyrann Mathieu,Jordan Howden,2023,5.0,New Orleans Saints,New England Patriots,https://www.pro-football-reference.com/boxscores/202310080nwe.htm,2023-10-08,,,Deatrich Wise Jr.,Lawrence Guy,Davon Godchaux,,,Khalen Saunders,Nathan Shepherd,,,,,Cameron Jordan,Carl Granderson,Alontae Taylor,,,Ja'Whaun Bentley,,,,,,,,,,,Jabrill Peppers,Adrian Phillips,Kyle Dugger,,,,,,,,,,,,Myles Bryant,,,,,,,,,,,,,,,
17,10,outdoors,grass,-4.5,Baltimore Ravens,38.5,67272,25,125,1,30,87,0,22,38,236,0,1,18,32,224,1,0,4,26,3,22,335,289,4,2,1,1,3,1,2,20,3,30,14,5,15,6,2,0,0,0,0.5,0.5,12,68,6,3,1,12,68,4,1,1,Kenny Pickett,Najee Harris,Calvin Austin III,Allen Robinson,George Pickens,Darnell Washington,Chukwuma Okorafor,Broderick Jones,Nate Herbig,Isaac Seumalo,Mason Cole,,,Larry Ogunjobi,Montravius Adams,Elandon Roberts,Cole Holcomb,Patrick Peterson,Levi Wallace,Keanu Neal,Minkah Fitzpatrick,,Lamar Jackson,Gus Edwards,Rashod Bateman,Zay Flowers,,Mark Andrews,Patrick Mekari,Ronnie Stanley,John Simpson,Kevin Zeitler,Tyler Linderbaum,,,,,,Malik Harrison,Patrick Queen,Marlon Humphrey,,Kyle Hamilton,Brandon Stephens,2023,5.0,Baltimore Ravens,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/202310080pit.htm,2023-10-08,,,Keeanu Benton,,,,,Nnamdi Madubuike,Broderick Washington Jr.,Jadeveon Clowney,,Marcus Williams,,,,,Roquan Smith,,Alex Highsmith,Patrick Ricard,,,,,,,T.J. Watt,,,,,,,,,Michael Pierce,,,,,,,,,,,,,,,,,,,,,,,
20,34,retractable roof (closed),grass,-3.0,Cincinnati Bengals,45.5,62651,30,93,0,22,142,1,36,46,317,3,1,15,32,166,2,2,3,30,3,14,380,294,1,0,1,1,1,3,4,40,2,16,14,5,11,4,3,0,3,0,0.64,0.36,13,57,4,0,3,12,81,3,2,3,Joshua Dobbs,James Conner,Marquise Brown,,,Geoff Swaim,Elijah Wilkinson,Paris Johnson,D.J. Humphries,Will Hernandez,Hjalte Froholdt,,,Leki Fotu,Dante Stills,Zaven Collins,Kyzir White,Marco Wilson,Antonio Hamilton,K'Von Wallace,Jalen Thompson,,Joe Burrow,Joe Mixon,Ja'Marr Chase,Tyler Boyd,Trenton Irwin,Irv Smith Jr.,Orlando Brown Jr.,Jonah Williams,Alex Cappa,Cordell Volson,Ted Karras,,,,,,Germaine Pratt,Logan Wilson,Mike Hilton,Cam Taylor-Britt,Nick Scott,,2023,5.0,Cincinnati Bengals,Arizona Cardinals,https://www.pro-football-reference.com/boxscores/202310080crd.htm,2023-10-08,,Zach Ertz,Kevin Strong,,,Dennis Gardeck,Andre Chachere,D.J. Reader,B.J. Hill,,,Daxton Hill,,Sam Hubbard,Trey Hendrickson,DJ Turner,,,,,,Jesse Luketa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
