season,week,date,time,away_team,home_team,game_url
2022,18,2023-01-08,4:25PM,Los Angeles Chargers,Denver Broncos,https://www.pro-football-reference.com/boxscores/202301080den.htm
2022,18,2023-01-08,4:25PM,New York Giants,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202301080phi.htm
2022,18,2023-01-08,4:25PM,Los Angeles Rams,Seattle Seahawks,https://www.pro-football-reference.com/boxscores/202301080sea.htm
2022,18,2023-01-08,8:20PM,Detroit Lions,Green Bay Packers,https://www.pro-football-reference.com/boxscores/202301080gnb.htm
2022,,Playoffs,,,,
2022,WildCard,2023-01-14,4:30PM,Seattle Seahawks,San Francisco 49ers,https://www.pro-football-reference.com/boxscores/202301140sfo.htm
2022,WildCard,2023-01-14,8:15PM,Los Angeles Chargers,Jacksonville Jaguars,https://www.pro-football-reference.com/boxscores/202301140jax.htm
2022,WildCard,2023-01-15,1:00PM,Miami Dolphins,Buffalo Bills,https://www.pro-football-reference.com/boxscores/202301150buf.htm
2022,WildCard,2023-01-15,4:30PM,New York Giants,Minnesota Vikings,https://www.pro-football-reference.com/boxscores/202301150min.htm
2022,WildCard,2023-01-15,8:15PM,Baltimore Ravens,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/202301150cin.htm
2022,WildCard,2023-01-16,8:15PM,Dallas Cowboys,Tampa Bay Buccaneers,https://www.pro-football-reference.com/boxscores/202301160tam.htm
2022,Division,2023-01-21,4:30PM,Jacksonville Jaguars,Kansas City Chiefs,https://www.pro-football-reference.com/boxscores/202301210kan.htm
2022,Division,2023-01-21,8:15PM,New York Giants,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202301210phi.htm
2022,Division,2023-01-22,3:00PM,Cincinnati Bengals,Buffalo Bills,https://www.pro-football-reference.com/boxscores/202301220buf.htm
2022,Division,2023-01-22,6:30PM,Dallas Cowboys,San Francisco 49ers,https://www.pro-football-reference.com/boxscores/202301220sfo.htm
2022,ConfChamp,2023-01-29,3:00PM,San Francisco 49ers,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202301290phi.htm
2022,ConfChamp,2023-01-29,6:30PM,Cincinnati Bengals,Kansas City Chiefs,https://www.pro-football-reference.com/boxscores/202301290kan.htm
2022,SuperBowl,2023-02-12,6:30PM,Philadelphia Eagles,Kansas City Chiefs,https://www.pro-football-reference.com/boxscores/202302120kan.htm
